Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Care Instructions (product.metafields.custom.care_instructions),Materials (product.metafields.custom.materials),Shipping & Returns (product.metafields.custom.shipping_returns),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / International,Price / International,Compare At Price / International,Status
the-overall-jumpsuit,,,,,,,,,12-18M,,,ALABASTER,,,,,OT0J-ALA-12-18MO,0.0,shopify,13,deny,manual,29.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890613.jpg?v=1658698546,4,"Baby sleepsuit in alabaster organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890608.jpg?v=1657710841,kg,,186.94,,,,
the-longsleeved-baby-body,"Baby Long Sleeve Bodysuit — Organic Egyptian Cotton, Alabaster","<p>Soft enough for all day, practical enough for every change.</p>

<p>This long sleeve bodysuit is crafted from 100% organic Egyptian cotton with a henley-style snap placket at the chest for easy dressing. Crotch poppers allow quick nappy changes without fully undressing your baby.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, breathable fabric that sits gently against skin and gets softer with every wash. Long sleeves provide warmth and coverage for cooler days while remaining lightweight enough for layering.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Henley-style snap placket for easy dressing</li>
<li>Crotch poppers for quick nappy changes</li>
<li>Naturally breathable and temperature regulating</li>
<li>Gentle on sensitive and eczema-prone skin</li>
<li>GOTS certified organic</li>
</ul>

<p>In our signature Alabaster — a warm, natural off-white. An everyday layering essential for cooler weather.</p>",Caico Cotton,Uncategorized,"","baby, Baby Clothes, bodysuit, organic egyptian cotton",true,Size,3-6M,,,,,,,,BBL-ALA-3-6M,0.0,shopify,7,deny,manual,18.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890467.jpg?v=1657708426,1,"Kids lounge top in alabaster organic Egyptian cotton, front view",false,Baby Long Sleeve Bodysuit Alabaster — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton long sleeve bodysuit in Alabaster. GOTS certified, hypoallergenic. Sizes 3-18M. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890467.jpg?v=1657708426,kg,,97.11,true,,,active
the-longsleeved-baby-body,,,,,,,,,6-9M,,,,,,,,BBL-ALA-6-9M,0.0,shopify,11,deny,manual,18.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1910235.jpg?v=1658697272,2,"Kids lounge top in alabaster organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890467.jpg?v=1657708426,kg,,97.11,,,,
the-longsleeved-baby-body,,,,,,,,,9-12M,,,,,,,,BBL-ALA-9-12M,0.0,shopify,7,deny,manual,18.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890461.jpg?v=1658697272,3,"Kids lounge top in alabaster organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890467.jpg?v=1657708426,kg,,97.11,,,,
the-longsleeved-baby-body,,,,,,,,,12-18M,,,,,,,,BBL-ALA-12-18M,0.0,shopify,9,deny,manual,18.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890460.jpg?v=1658697272,4,"Kids lounge top in alabaster organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890467.jpg?v=1657708426,kg,,97.11,,,,
the-short-sleeved-baby-body,"Newborn Short Sleeve Bodysuit — Organic Egyptian Cotton, Alabaster","<p>A beautifully soft everyday essential.</p>

<p>This short sleeve bodysuit is crafted from 100% organic Egyptian cotton — one of the softest and most breathable fabrics you can put against your baby's skin. Shoulder snap closures allow the bodysuit to be easily slipped on and off, while crotch poppers make nappy changes quick and simple.</p>

<p>The relaxed fit allows natural movement throughout the day, whether baby is playing, crawling or resting. Extra-long staple Egyptian cotton fibres create a smooth, gentle fabric that gets softer with every wash.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Shoulder snaps for easy dressing</li>
<li>Crotch poppers for quick nappy changes</li>
<li>Lightweight and breathable</li>
<li>Gentle on sensitive and eczema-prone skin</li>
<li>GOTS certified organic</li>
</ul>

<p>In our signature Alabaster — a warm, natural off-white. Perfect for everyday wear, layering and warm weather.</p>",Caico Cotton,Uncategorized,"","bodysuit, newborn, Newborn Essentials, organic egyptian cotton",true,Size,1-3M,,Color,ALABASTER,,,,,BBS-ALA-1-3M,0.0,shopify,24,deny,manual,17.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890435.jpg?v=1657711790,1,"Kids lounge top in alabaster organic Egyptian cotton, front view",false,Newborn Short Sleeve Bodysuit Alabaster — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton newborn bodysuit in Alabaster. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890435.jpg?v=1657711790,kg,,97.50,true,,,active
the-short-sleeved-baby-body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1910314.jpg?v=1658700618,2,"Kids lounge top in alabaster organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,,,,,,,,
the-short-sleeved-baby-body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890432.jpg?v=1658700618,3,"Kids lounge top in alabaster organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,,,,,,,,
the-short-sleeved-baby-body,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890430.jpg?v=1658700618,4,"Kids lounge top in alabaster organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,,,,,,,,
the-soft-ribbed-tank-top-body,"Baby Vest Bodysuit — Organic Egyptian Cotton, Alabaster","<p>A lightweight layering essential for warmer days.</p>

<p>This sleeveless vest bodysuit is crafted from 100% organic Egyptian cotton in a soft ribbed knit — creating a gentle, flexible fabric with natural stretch. Crotch poppers allow quick nappy changes, while the sleeveless design keeps baby cool and comfortable in warm weather.</p>

<p>The ribbed texture adds a subtle visual detail while the extra-long staple Egyptian cotton fibres ensure the fabric is smooth, breathable and gets softer with every wash. A small embroidered Cotton Bloom logo sits on the back.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Soft ribbed knit for natural stretch</li>
<li>Sleeveless design for warm weather</li>
<li>Crotch poppers for quick nappy changes</li>
<li>Lightweight and breathable</li>
<li>Gentle on sensitive skin</li>
<li>GOTS certified organic</li>
</ul>

<p>In our signature Alabaster. Perfect for layering under cardigans or wearing on its own in summer.</p>",Caico Cotton,Uncategorized,"","baby, Baby Clothes, bodysuit, organic egyptian cotton",true,Size,3-6M,,Color,ALABASTER,,,,,TTB-ALA-3-6M,0.0,shopify,98,deny,manual,17.00,,true,false,,,,,TTB-ALA-3-6M,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890258.jpg?v=1657712420,1,"Baby vest bodysuit in alabaster organic Egyptian cotton, front view",false,Baby Vest Bodysuit Alabaster — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton baby vest bodysuit in Alabaster. Sleeveless ribbed design. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890258.jpg?v=1657712420,kg,,84.25,true,,,active
the-soft-ribbed-tank-top-body,,,,,,,,,6-9M,,,ALABASTER,,,,,TTB-ALA-6-9M,0.0,shopify,106,deny,manual,17.00,,true,false,,,,,TTB-ALA-6-9M,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1910340.jpg?v=1658699820,2,"Baby vest bodysuit in alabaster organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890258.jpg?v=1657712420,kg,,84.25,,,,
the-soft-ribbed-tank-top-body,,,,,,,,,9-12M,,,ALABASTER,,,,,TTB-ALA-9-12M,0.0,shopify,109,deny,manual,17.00,,true,false,,,,,TTB-9-12M,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890259.jpg?v=1658699820,3,"Baby vest bodysuit in alabaster organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890258.jpg?v=1657712420,kg,,84.25,,,,
the-soft-ribbed-tank-top-body,,,,,,,,,12-18M,,,ALABASTER,,,,,TTB-ALA-12-18M,0.0,shopify,95,deny,manual,17.00,,true,false,,,,,TTB-12-18M,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890265.jpg?v=1658699820,4,"Baby vest bodysuit in alabaster organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890258.jpg?v=1657712420,kg,,84.25,,,,
the-newborn-kimono,"Newborn Kimono Sleepsuit — Organic Egyptian Cotton, Alabaster","<p>The softest start — comfortable all day long.</p>

<p>This Kimono Sleepsuit is crafted from 100% organic Egyptian cotton, designed especially for newborns. The wrap-front kimono style allows dressing without pulling fabric over delicate heads — ideal for those first precious weeks.</p>

<p>Secured with soft side tie fastenings, the sleepsuit wraps gently around your baby for a comfortable fit. Snap poppers along the inner leg and crotch make nappy changes simple and practical. Fold-over mitten cuffs keep little hands warm and protected, while full-length legs with ribbed cuffs ensure toes stay cosy.</p>

<p>Lightweight yet comforting, the extra-long staple Egyptian cotton regulates temperature naturally, helping babies stay comfortable without overheating. Gets softer with every wash.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Wrap-front kimono design — no pulling over head</li>
<li>Soft tie fastenings for easy dressing</li>
<li>Snap poppers for quick nappy changes</li>
<li>Fold-over mitten cuffs</li>
<li>Full-length legs with ribbed cuffs</li>
<li>Naturally temperature regulating</li>
<li>GOTS certified organic</li>
</ul>

<p>In our signature Alabaster — a warm, natural off-white. Perfect for hospital bags, coming-home outfits and thoughtful newborn gifts.</p>",Caico Cotton,Uncategorized,"","jumpsuit, kimono, newborn, Newborn Essentials, organic egyptian cotton",true,Size,NB,,Material,100% Organic Egyptian Cotton,,,,,KIM-ALA-NB,0.0,shopify,35,deny,manual,22.00,,true,false,,,,,KIM-ALA-NB,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/bekya10_I_am_selling_high_quality_Egyptian_cotton_baby_clothes._This_imag_e905e82f-c17b-42ee-b3c8-18036064d7f6.jpg?v=1775044882,1,"",false,Newborn Kimono Sleepsuit Alabaster — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton newborn kimono sleepsuit in Alabaster. Wrap-front, fold-over mittens. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890577.jpg?v=1775044882,kg,,136.44,true,,,active
the-newborn-kimono,,,,,,,,,1-3M,,,100% Organic Egyptian Cotton,,,,,KIM-ALA-1-3M,0.0,shopify,41,deny,manual,22.00,,true,false,,,,,KIM-ALA-1-3M,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890577.jpg?v=1775044882,2,"Newborn kimono sleepsuit in alabaster organic Egyptian cotton, front view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890577.jpg?v=1775044882,kg,,136.44,,,,
the-newborn-kimono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890579.jpg?v=1775044882,3,"Newborn kimono sleepsuit in alabaster organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,,,,,,,,
the-newborn-baby-body-wrap,"Newborn Crossover Bodysuit — Organic Egyptian Cotton, Alabaster","<p>Welcome your baby to the world in the world's softest fabric.</p>

<p>The Caico Newborn Crossover Bodysuit is crafted from 100% organic Egyptian cotton, designed for the earliest days when comfort, softness and ease matter most. The kimono-style wrap front allows the bodysuit to be gently placed around your baby — no pulling over tiny heads.</p>

<p>Secured with a soft side tie fastening, it can be easily adjusted for a comfortable fit, making dressing and changing simpler during those precious first weeks. Practical poppers at the crotch allow for quick nappy changes without fully undressing your baby.</p>

<p>The breathable, lightweight Egyptian cotton helps regulate your baby's temperature while remaining exceptionally soft against delicate skin. Extra-long staple fibres ensure lasting softness that improves with every wash.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Kimono-style crossover — no pulling over head</li>
<li>Soft side tie fastening for easy dressing</li>
<li>Crotch poppers for quick nappy changes</li>
<li>Lightweight and breathable</li>
<li>Gentle on sensitive newborn skin</li>
<li>GOTS certified organic</li>
</ul>

<p>In our signature Alabaster — a warm, natural off-white. Perfect for hospital bags, first days at home and thoughtful newborn gifts.</p>",Caico Cotton,Uncategorized,"","bodysuit, newborn, Newborn Essentials, organic egyptian cotton, wrap",true,Size,NB,,Material,ALABASTER,,,,,BBW-ALA-NB,0.0,shopify,46,deny,manual,19.00,,true,false,,,,,BBW-ALA-NB,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890313.jpg?v=1657709391,1,"Newborn crossover bodysuit in alabaster organic Egyptian cotton, front view",false,Newborn Crossover Bodysuit Alabaster — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton newborn crossover bodysuit in Alabaster. Kimono-style wrap, fold-over mittens. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890313.jpg?v=1657709391,kg,,106.08,true,,,active
